Volumendealcohol,Acidez,Azúcarresidual,Azufre,Medalla
13.50,4.90,2.00,0.00,Gold
14.20,6.51,2.20,88.00,Gold
13.50,5.50,1.70,80.00,Gold
13.50,5.50,1.50,77.00,Gold
13.50,5.50,1.50,79.00,Gold
14.50,4.80,3.90,95.00,Gold
14.40,4.70,3.90,56.00,Gold
13.40,4.90,3.90,143.00,Gold
14.10,5.10,2.80,135.00,Gold
14.50,4.60,3.50,125.00,Gold
13.80,4.50,4.30,88.00,Gold
14.20,4.70,3.90,102.00,Gold
13.70,4.90,4.00,127.00,Silver
14.40,4.80,2.90,78.00,Grand Gold
14.00,5.40,4.80,195.00,Gold
13.00,5.10,2.20,90.00,Gold
14.00,5.14,1.50,87.00,Gold
12.00,4.50,0.70,48.00,Silver
14.61,5.00,6.70,93.00,Gold
15.03,6.13,0.73,0.35,Gold
15.50,5.60,8.00,116.00,Grand Gold
15.70,5.60,8.00,115.00,Gold
14.00,5.22,1.94,65.00,Gold
13.50,5.50,1.60,20.00,Gold
13.50,5.80,2.90,92.00,Gold
13.50,5.70,2.21,120.00,Gold
14.00,5.10,2.50,130.00,Silver
13.50,5.40,1.60,85.00,Gold
13.90,5.80,3.30,59.00,Gold
14.36,5.70,1.40,65.00,Gold
14.30,5.70,1.01,72.00,Gold
13.50,5.20,4.75,135.00,Gold
14.00,5.20,3.75,174.00,Gold
13.50,5.35,2.84,145.00,Gold
13.00,5.35,2.45,110.00,Silver
14.00,5.81,7.81,116.00,Gold
14.50,5.50,2.57,111.00,Gold
14.00,5.35,6.69,116.00,Gold
13.50,5.40,4.40,74.00,Silver
14.00,5.00,1.90,86.00,Gold
14.50,5.20,1.00,76.00,Silver
15.00,5.50,0.90,93.00,Gold
13.55,3.40,2.17,102.00,Gold
13.45,3.30,2.15,80.00,Gold
13.80,3.40,2.34,102.00,Gold
99.99,99.99,99.99,99.99,Grand Gold
14.50,4.60,2.90,76.00,Gold
12.50,5.40,1.00,123.00,Silver
13.17,2.88,5.30,103.00,Gold
15.36,5.97,0.83,61.00,Gold
13.50,5.50,4.00,75.00,Silver
14.00,3.49,2.90,109.00,Gold
14.50,3.39,3.80,89.00,Gold
14.50,3.37,4.70,58.00,Gold
14.50,3.44,3.40,120.00,Gold
14.50,3.44,3.30,90.00,Grand Gold
14.50,3.47,3.50,75.00,Gold
14.50,3.43,3.50,86.00,Gold
13.50,3.53,6.74,12.50,Gold
13.50,3.53,6.74,12.50,Gold
13.30,5.00,3.90,93.00,Gold
13.00,5.58,1.90,62.19,Gold
13.50,5.50,1.60,75.84,Silver
13.50,5.10,1.00,70.00,Gold
14.00,5.10,1.90,81.00,Gold
14.00,4.60,2.40,84.00,Gold
13.00,5.90,4.50,105.00,Gold
14.98,4.80,0.83,102.00,Gold
14.00,5.75,5.00,94.00,Gold
13.50,4.90,4.10,147.00,Gold
13.80,5.10,1.90,0.85,Gold
13.50,5.10,1.90,0.85,Gold
13.50,5.19,0.58,49.00,Silver
13.00,3.21,0.23,0.00,Silver
14.50,5.10,0.90,113.00,Gold
14.50,5.40,0.80,80.00,Grand Gold
13.50,3.40,1.10,115.00,Gold
14.00,3.70,1.50,105.00,Gold
13.50,5.10,1.40,74.00,Gold
13.50,5.30,1.60,79.00,Gold
13.50,5.50,1.60,80.00,Gold
13.50,5.30,1.40,80.00,Gold
13.50,5.50,1.50,79.00,Gold
13.50,5.10,1.40,76.00,Grand Gold
13.50,5.50,1.60,82.00,Silver
13.50,5.20,1.40,77.00,Silver
13.50,5.20,1.40,80.00,Gold
13.50,5.50,1.50,74.00,Gold
14.00,4.16,2.20,33.00,Gold
14.50,4.90,0.25,32.00,Gold
13.80,5.30,0.50,89.00,Gold
15.00,5.70,0.50,106.00,Gold
14.40,5.40,0.50,94.00,Gold
14.19,5.36,0.61,0.39,Silver
14.00,4.34,1.11,0.11,Gold
14.00,4.32,1.23,0.23,Gold
15.00,5.20,0.70,55.00,Gold
14.50,5.40,1.10,96.00,Silver
14.50,5.40,1.10,96.00,Gold
14.50,5.40,1.10,96.00,Gold
13.00,5.42,0.64,106.00,Silver
14.50,6.64,0.46,112.00,Gold
14.50,6.86,0.52,149.00,Gold
14.50,6.36,0.51,74.00,Gold
14.00,0.59,0.51,77.00,Gold
14.50,6.90,0.68,106.00,Gold
13.00,5.20,3.50,88.00,Silver
12.50,5.00,4.00,102.00,Gold
13.84,5.80,6.60,94.00,Gold
13.67,4.98,5.60,90.00,Gold
16.50,0.00,8.00,50.00,Gold
14.50,0.00,2.00,50.00,Gold
13.50,5.38,9.20,114.00,Gold
14.11,3.62,3.70,12.00,Gold
13.00,5.10,4.00,45.00,Gold
13.00,5.10,3.70,90.00,Gold
13.50,5.20,3.50,3.70,Gold
13.00,5.00,2.50,102.00,Gold
14.00,3.18,0.70,0.00,Gold
13.07,67.29,0.03,0.00,Silver
13.82,4.62,3.80,102.70,Gold
14.87,6.17,3.90,158.72,Gold
13.20,3.22,0.00,80.00,Gold
15.00,6.50,3.50,85.00,Gold
15.00,5.70,3.70,95.00,Gold
15.00,6.00,2.00,75.00,Gold
14.00,5.30,2.00,0.00,Gold
14.00,5.65,2.00,0.00,Gold
14.50,4.92,1.63,0.10,Gold
13.50,5.18,1.50,115.00,Gold
13.20,5.55,2.70,120.00,Gold
14.50,5.10,2.60,92.00,Gold
13.50,4.77,4.20,138.00,Gold
13.50,5.30,2.00,60.00,Gold
13.50,0.00,0.00,0.00,Gold
14.50,0.00,0.00,0.00,Gold
14.50,0.00,0.00,0.00,Gold
13.48,3.30,2.00,15.00,Gold
15.00,3.04,1.00,93.00,Gold
13.22,2.90,1.00,95.00,Gold
13.65,5.20,4.90,149.00,Gold
14.01,5.46,2.12,56.00,Gold
14.50,6.10,3.80,64.00,Gold
14.50,5.62,3.60,63.00,Gold
14.30,4.75,1.74,89.00,Gold
14.61,5.52,2.40,67.00,Silver
14.50,5.73,2.10,80.00,Gold
13.00,5.70,3.90,75.00,Gold
14.50,4.98,0.50,52.00,Gold
14.00,4.56,0.50,87.00,Gold
14.00,6.78,0.50,67.00,Gold
14.00,4.57,0.50,87.00,Grand Gold
13.50,3.20,1.10,80.00,Silver
13.50,0.00,0.00,0.00,Silver
14.08,3.15,0.00,85.00,Gold
12.96,3.01,0.00,74.00,Gold
13.30,3.23,0.00,3.23,Gold
13.29,2.84,0.00,58.00,Gold
14.50,5.40,1.10,76.00,Gold
13.00,5.00,2.50,0.00,Gold
14.00,5.30,4.00,0.00,Silver
13.50,5.50,5.40,0.00,Gold
14.00,5.70,2.40,0.00,Gold
13.50,5.50,2.10,0.00,Gold
13.00,5.10,1.90,0.00,Gold
14.00,5.80,2.40,0.00,Gold
13.50,5.10,2.10,0.00,Gold
13.91,5.64,1.60,72.00,Gold
14.00,4.60,2.00,96.00,Gold
13.50,5.30,2.00,60.00,Gold
14.42,5.30,2.20,21.00,Gold
14.00,5.70,0.60,73.00,Gold
14.38,5.20,1.40,93.00,Gold
13.50,5.00,4.00,140.00,Gold
13.50,5.20,1.40,87.00,Gold
13.50,5.10,4.00,140.00,Gold
13.50,5.60,2.00,0.98,Gold
13.50,4.60,1.70,75.00,Gold
14.37,4.97,1.80,129.00,Gold
14.50,4.70,1.00,134.00,Gold
14.50,5.25,3.10,0.00,Gold
14.00,5.20,3.30,0.00,Silver
13.50,5.00,2.00,100.00,Gold
13.50,5.90,8.00,100.00,Gold
14.00,5.60,3.70,0.00,Gold
14.00,5.47,7.00,0.00,Silver
15.50,5.30,9.00,0.00,Gold
15.40,5.10,1.00,100.00,Gold
13.50,5.30,2.50,85.00,Gold
13.50,5.00,2.60,81.00,Gold
13.00,5.20,2.80,96.00,Silver
13.00,5.00,2.50,90.00,Silver
13.50,5.10,2.20,92.00,Gold
14.00,5.30,1.80,30.00,Gold
14.34,5.50,10.00,50.00,Gold
14.00,5.60,6.20,98.00,Gold
13.00,5.80,8.00,100.00,Gold
14.50,5.65,6.50,108.00,Gold
13.58,5.80,4.80,62.00,Gold
13.50,5.58,4.00,0.00,Gold
12.00,4.50,2.00,90.00,Gold
14.50,2.90,0.20,71.00,Gold
14.00,6.00,2.80,0.00,Gold
13.00,0.00,0.00,0.00,Silver
15.00,0.00,0.00,0.00,Gold
15.00,0.00,0.00,0.00,Gold
15.00,0.00,0.00,0.00,Silver
12.00,5.70,5.50,74.00,Gold
14.97,5.50,1.10,36.00,Gold
14.50,5.60,4.00,0.00,Gold
14.00,5.40,4.30,0.00,Gold
12.50,6.50,5.00,0.00,Gold
13.50,14.00,2.50,90.00,Grand Gold
15.23,6.20,2.00,56.00,Gold
14.90,5.60,3.00,120.00,Gold
14.50,4.48,0.80,50.00,Gold
13.66,5.30,3.90,61.00,Silver
12.52,5.05,1.37,80.00,Gold
14.00,5.60,0.20,93.00,Gold
13.00,4.60,5.30,96.00,Gold
13.00,4.40,5.20,92.00,Silver
14.42,4.80,0.30,46.00,Gold
14.50,3.21,0.00,90.00,Gold
14.00,0.00,0.00,0.00,Silver
13.47,4.80,0.70,37.00,Gold
13.66,4.90,1.10,41.00,Silver
14.65,5.10,2.00,0.00,Gold
14.23,5.10,2.00,0.00,Gold
13.00,5.60,1.20,130.00,Gold
13.48,3.20,0.20,90.00,Gold
13.53,3.70,0.30,50.00,Gold
13.47,5.90,7.30,75.00,Gold
13.26,5.20,0.90,77.00,Gold
14.30,5.60,2.80,153.00,Gold
14.50,3.50,0.00,0.00,Gold
14.00,3.45,0.00,0.58,Gold
13.50,5.28,0.40,37.00,Gold
14.20,5.80,3.80,0.00,Gold
14.00,0.60,0.60,114.00,Silver
14.00,5.80,2.60,0.00,Gold
14.00,3.35,0.00,0.00,Gold
14.00,3.50,0.30,66.00,Silver
13.50,3.34,0.00,148.00,Gold
14.00,3.42,0.00,89.00,Silver
13.00,5.50,1.00,29.00,Gold
13.49,5.00,6.40,45.00,Gold
13.90,6.30,4.90,119.00,Gold
16.50,0.00,8.00,146.00,Gold
13.00,5.70,2.10,0.00,Silver
13.00,5.70,2.15,0.00,Gold
13.50,5.32,2.25,0.00,Gold
12.50,6.33,2.25,0.00,Gold
13.50,5.85,2.20,0.00,Gold
13.50,4.80,2.50,90.00,Gold
15.50,6.00,1.40,65.00,Grand Gold
13.00,5.50,1.00,105.00,Gold
12.50,3.22,0.00,89.00,Gold
13.00,4.50,1.80,80.00,Gold
12.98,6.00,2.20,94.00,Silver
13.50,3.40,1.80,0.60,Gold
14.00,4.50,1.90,0.50,Gold
13.50,3.60,1.60,0.60,Gold
13.70,3.35,2.10,0.66,Gold
13.50,5.00,2.90,50.00,Silver
13.50,5.00,2.40,60.00,Gold
14.00,5.20,1.90,47.00,Gold
12.50,5.00,4.00,102.00,Gold
13.00,4.65,0.80,95.00,Gold
12.95,4.80,0.40,28.00,Gold
13.00,5.20,3.50,88.00,Gold
13.00,4.60,1.10,90.00,Silver
13.71,4.90,0.20,72.00,Gold
13.50,5.88,0.60,96.00,Gold
13.95,6.10,7.20,80.00,Gold
15.00,6.17,8.10,121.00,Gold
14.00,5.06,4.72,108.00,Gold
14.47,5.50,5.10,53.00,Gold
12.93,6.00,2.10,53.00,Gold
14.00,4.89,0.14,120.00,Gold
13.96,6.00,0.10,59.00,Gold
14.50,4.90,1.50,120.00,Gold
12.98,5.50,2.20,79.00,Gold
13.00,5.30,1.80,64.00,Gold
13.00,5.30,1.80,64.00,Gold
14.00,5.40,1.60,70.00,Gold
14.00,4.90,1.00,82.00,Gold
14.00,5.00,1.00,70.00,Gold
13.50,5.50,1.00,95.00,Gold
13.50,5.86,1.00,110.00,Gold
13.50,4.50,1.80,80.00,Gold
14.47,6.00,0.30,54.00,Gold
13.14,4.80,3.40,117.00,Gold
14.50,4.60,1.12,108.00,Gold
14.04,6.00,0.30,94.00,Gold
14.50,4.60,1.12,108.00,Gold
13.27,5.10,6.30,62.00,Gold
15.50,6.07,8.60,126.00,Gold
14.00,5.10,2.40,70.00,Gold
15.00,0.00,0.00,0.00,Gold
14.50,5.64,7.90,128.00,Gold
14.50,3.40,0.00,96.00,Gold
14.50,3.03,0.50,73.00,Gold
14.58,4.50,0.40,81.00,Gold
14.55,4.50,0.70,83.00,Silver
13.50,5.50,0.30,0.00,Gold
13.00,5.70,0.40,0.00,Silver
14.53,5.00,5.60,26.00,Gold
14.45,5.90,5.40,17.00,Gold
13.00,4.40,4.20,102.00,Gold
14.00,5.59,0.60,84.00,Gold
13.50,5.60,1.20,115.00,Gold
14.09,5.20,2.80,27.00,Gold
14.00,4.60,4.00,90.00,Silver
14.33,5.80,0.60,110.00,Gold
13.75,5.20,0.60,76.00,Gold
14.50,5.40,1.10,84.00,Gold
14.00,5.70,3.80,0.00,Grand Gold
13.50,3.00,0.10,65.00,Gold
14.50,5.00,1.80,65.00,Gold
14.00,5.10,4.64,105.00,Gold
15.00,6.22,2.70,146.00,Gold
14.50,5.34,0.60,116.00,Gold
14.73,4.40,2.10,136.00,Gold
14.00,5.50,0.40,91.00,Silver
13.50,0.00,0.00,0.00,Silver
13.81,5.60,0.90,42.00,Gold
13.00,4.60,0.20,79.00,Gold
14.55,5.30,13.00,136.00,Gold
16.00,5.88,5.32,104.00,Gold
16.00,5.38,7.80,64.00,Gold
14.50,5.43,7.48,101.00,Gold
14.23,4.60,0.80,112.00,Gold
14.85,5.10,0.60,53.00,Gold
13.00,4.90,1.30,75.00,Gold
13.00,4.50,1.80,80.00,Gold
14.00,5.10,1.90,45.00,Gold
14.30,5.50,3.50,130.00,Gold
14.30,5.60,3.40,120.00,Silver
14.44,5.10,1.80,73.00,Silver
13.79,6.00,0.10,78.00,Gold
14.55,5.60,2.10,67.00,Gold
14.00,5.15,2.90,92.80,Silver
14.25,5.20,2.10,64.00,Gold
14.80,5.27,1.35,81.00,Gold
14.40,5.15,1.80,167.60,Gold
14.30,5.50,3.50,130.00,Gold
14.30,5.60,3.40,120.00,Gold
14.00,5.28,1.30,65.00,Silver
14.40,5.50,1.80,136.18,Silver
14.20,6.00,2.20,42.00,Gold
13.50,5.60,4.20,76.00,Gold
12.50,5.00,0.40,70.82,Gold
13.55,3.30,1.83,35.00,Silver
13.40,3.18,1.96,32.00,Silver
14.39,6.00,1.30,25.00,Gold
14.29,5.60,1.30,80.00,Gold
13.50,5.20,2.50,0.00,Gold
13.64,5.80,0.40,88.00,Gold
13.15,3.14,1.85,33.00,Gold
14.31,3.30,0.13,83.20,Gold
13.05,3.20,1.81,35.00,Gold
13.50,5.20,2.50,140.00,Gold
14.86,6.40,1.20,19.00,Silver
14.66,3.12,0.95,113.60,Gold
14.05,3.15,3.00,0.00,Gold
13.52,3.16,1.96,31.00,Gold
13.40,3.15,1.98,32.00,Silver
13.76,5.50,2.40,48.00,Gold
13.55,3.25,1.82,35.00,Gold
13.10,3.14,2.50,28.00,Gold
15.00,5.80,1.80,87.00,Gold
14.60,4.79,3.20,76.00,Gold
14.65,5.21,4.10,48.00,Gold
14.20,5.20,2.00,40.00,Gold
14.15,5.10,4.70,120.00,Gold
12.50,4.63,2.40,102.00,Gold
14.00,5.20,4.00,100.00,Gold
13.50,5.50,5.00,150.00,Gold
14.00,5.50,4.00,90.00,Gold
13.50,5.20,4.00,90.00,Gold
13.00,6.00,4.00,85.00,Silver
14.00,5.20,4.00,90.00,Gold
13.00,4.72,0.70,70.00,Gold
13.50,5.50,5.00,150.00,Gold
13.15,5.30,4.20,135.00,Gold
13.50,5.50,1.80,132.00,Gold
13.30,4.80,1.60,108.00,Gold
14.00,0.00,0.00,0.00,Grand Gold
14.00,0.00,0.00,0.00,Silver
14.00,5.46,1.40,65.00,Gold
14.00,5.49,3.40,106.00,Gold
14.50,5.50,1.30,29.00,Gold
14.00,5.20,2.80,100.00,Gold
13.47,5.46,1.20,82.00,Gold
14.72,6.40,0.40,45.00,Gold
12.50,5.20,4.00,130.00,Silver
12.50,5.20,4.00,130.00,Silver
12.50,5.20,4.00,130.00,Gold
12.50,5.20,4.00,130.00,Gold
13.00,5.00,4.50,0.00,Gold
13.50,5.70,4.60,0.00,Silver
13.96,6.00,6.80,96.00,Gold
12.80,4.60,5.60,96.00,Gold
14.50,4.88,2.65,91.00,Gold
14.50,6.40,0.60,132.00,Gold
14.50,5.40,4.40,0.00,Gold
14.50,5.70,4.90,0.00,Gold
14.50,5.90,6.30,0.00,Gold
14.50,5.70,4.90,0.00,Gold
14.00,5.30,20.00,0.00,Gold
14.00,5.90,5.40,0.00,Gold
14.00,4.80,3.60,0.00,Gold
13.50,5.50,5.40,0.00,Grand Gold
14.70,0.20,4.30,0.05,Gold
14.00,5.90,5.40,0.00,Grand Gold
13.50,5.33,8.00,124.00,Gold
14.28,6.00,3.60,78.00,Gold
14.69,5.75,9.25,98.00,Grand Gold
14.38,5.90,6.40,63.00,Gold
14.38,3.53,10.22,160.00,Gold
14.00,5.80,3.80,82.00,Gold
13.00,4.70,5.00,166.00,Gold
13.50,4.90,3.00,110.00,Gold
13.50,5.30,4.70,112.00,Gold
13.50,5.00,5.00,115.00,Gold
13.50,5.20,5.10,122.00,Gold
14.00,5.63,2.56,75.00,Gold
14.00,4.90,1.00,80.00,Gold
14.50,5.60,1.00,147.00,Gold
14.00,5.70,3.10,59.00,Gold
12.89,5.50,7.70,133.00,Gold
12.91,5.60,3.30,133.00,Gold
14.68,6.40,3.80,66.00,Gold
13.03,5.90,12.90,71.00,Gold
14.50,5.80,1.80,70.00,Gold
14.00,6.10,3.90,96.00,Silver
13.00,5.60,3.00,68.00,Gold
12.50,5.23,3.37,66.00,Gold
13.00,4.80,5.00,130.00,Gold
12.43,4.80,2.70,57.00,Silver
13.50,6.20,3.00,106.00,Gold
13.63,6.00,2.90,126.00,Silver
14.11,5.50,0.80,23.00,Gold
14.50,5.00,0.70,0.00,Gold
12.97,5.70,0.70,44.00,Gold
13.00,4.90,4.00,150.00,Gold
13.50,4.80,2.50,120.00,Gold
13.50,4.70,6.30,97.00,Gold
13.77,5.20,0.90,81.00,Gold
14.00,4.77,1.50,72.00,Gold
14.00,6.10,0.60,82.00,Silver
14.00,5.70,2.90,82.00,Silver
13.50,3.35,3.00,150.00,Gold
12.80,5.50,2.20,124.00,Silver
13.98,4.40,2.00,81.00,Gold
14.23,6.20,12.90,88.00,Gold
14.50,4.90,4.00,150.00,Silver
14.50,5.10,2.60,92.00,Gold
14.36,6.38,3.60,16.00,Gold
13.50,5.10,4.00,150.00,Silver
14.50,4.80,1.90,65.00,Gold
13.27,3.31,6.50,85.00,Gold
13.50,5.00,4.00,150.00,Silver
15.01,6.00,6.00,165.00,Gold
14.00,5.60,9.92,0.00,Gold
13.50,4.90,4.00,120.00,Gold
14.50,5.40,2.40,46.00,Silver
12.84,6.10,0.20,22.00,Gold
14.00,5.77,2.33,90.60,Gold
14.00,5.70,1.30,99.00,Gold
13.85,5.30,0.30,89.00,Silver
14.50,5.44,0.60,0.00,Gold
14.50,5.14,5.80,48.00,Gold
13.00,5.20,1.90,140.00,Gold
13.55,5.40,0.90,90.00,Gold
13.50,5.00,4.00,150.00,Gold
14.40,6.25,12.50,155.00,Gold
13.00,4.60,3.00,150.00,Gold
14.10,6.31,1.86,43.00,Gold
14.50,2.77,1.50,73.00,Gold
13.50,6.30,2.30,123.00,Silver
13.67,4.60,0.00,77.00,Gold
13.40,5.70,1.14,120.00,Gold
13.30,4.50,4.50,94.00,Gold
13.10,4.60,5.90,86.00,Gold
13.44,4.50,1.60,142.00,Gold
14.55,6.00,6.70,95.00,Gold
13.00,6.20,2.50,88.00,Gold
14.50,5.80,5.90,88.00,Gold
14.00,5.90,10.50,119.00,Gold
14.00,5.75,4.50,138.00,Silver
14.00,5.17,8.04,140.00,Silver
15.00,5.81,7.26,150.00,Gold
13.50,5.60,8.00,120.00,Gold
13.54,5.40,7.10,64.00,Gold
14.60,5.20,7.10,82.00,Gold
14.00,5.40,1.70,125.00,Gold
15.50,5.30,7.00,143.00,Gold
14.00,6.50,4.90,0.00,Silver
14.00,5.00,2.80,110.00,Gold
14.00,5.00,2.80,110.00,Gold
14.50,5.15,3.00,130.00,Gold
14.82,5.40,2.80,29.00,Gold
15.50,5.54,2.30,108.00,Gold
14.50,5.00,2.80,110.00,Gold
14.00,5.70,1.40,110.00,Gold
14.50,5.00,2.80,110.00,Gold
14.50,5.10,2.80,130.00,Gold
14.50,4.90,3.00,110.00,Gold
14.00,6.60,1.40,80.00,Gold
14.50,5.20,2.10,100.00,Gold
12.90,5.20,1.10,81.00,Gold
11.91,4.80,6.30,83.00,Silver
12.40,5.20,7.00,135.00,Silver
13.50,5.10,0.20,115.00,Gold
13.00,5.30,0.30,110.00,Gold
15.00,6.10,3.50,122.00,Gold
13.50,6.40,5.10,0.00,Gold
13.50,6.60,5.50,0.00,Gold
13.50,5.68,8.50,95.00,Gold
13.50,5.68,8.50,95.00,Silver
12.50,6.30,1.60,42.00,Gold
13.52,5.20,3.80,145.00,Gold
14.00,5.10,4.64,106.00,Gold
13.68,5.50,2.20,97.00,Gold
14.00,4.97,4.28,78.00,Gold
14.16,5.30,2.10,34.00,Silver
13.95,5.50,1.90,55.00,Silver
14.05,5.70,1.80,79.00,Silver
13.92,5.50,2.20,101.00,Silver
13.00,4.65,1.80,100.00,Silver
13.98,5.40,1.50,75.00,Gold
14.10,5.13,2.80,80.00,Gold
14.00,5.40,3.20,120.00,Silver
13.79,3.23,0.30,66.00,Gold
14.50,4.40,1.60,80.00,Gold
13.50,6.30,2.90,0.00,Grand Gold
14.50,5.02,1.88,70.00,Gold
13.50,4.80,3.00,83.00,Gold
13.21,5.02,0.60,48.00,Gold
14.00,4.90,2.60,80.00,Gold
14.20,3.50,1.90,71.00,Gold
14.20,3.50,1.90,71.00,Gold
13.50,5.40,1.80,125.00,Gold
13.74,5.50,2.00,150.00,Gold
14.00,6.46,1.00,129.00,Silver
14.00,5.40,1.30,79.00,Gold
13.40,5.09,1.90,117.00,Silver
12.95,5.50,6.10,96.00,Silver
13.50,3.30,1.75,95.00,Gold
13.00,5.25,4.00,110.00,Gold
14.00,5.00,0.50,58.00,Gold
13.74,4.61,1.20,57.00,Gold
14.00,5.45,0.40,99.20,Gold
14.00,4.80,1.80,86.00,Gold
13.00,5.00,1.70,92.00,Gold
13.00,5.20,1.90,118.00,Gold
12.50,5.00,2.00,99.00,Silver
13.00,5.20,1.90,109.00,Gold
13.00,5.30,3.00,115.00,Gold
14.80,5.45,5.10,110.00,Gold
14.00,5.00,2.50,108.00,Gold
14.90,5.37,4.90,100.00,Gold
14.34,5.43,1.10,51.00,Grand Gold
14.19,4.00,1.03,59.00,Gold
13.70,5.18,1.25,65.00,Gold
14.35,5.43,1.12,42.00,Gold
13.29,5.20,2.90,95.00,Gold
13.50,5.20,2.80,88.00,Gold
14.00,5.40,3.10,103.00,Gold
14.28,5.20,1.50,41.00,Gold
13.00,4.65,1.10,95.00,Silver
12.57,4.60,0.60,60.00,Gold
13.50,4.77,4.77,0.00,Silver
13.50,5.38,4.00,0.00,Gold
13.50,5.40,3.70,50.00,Silver
13.50,5.30,3.80,44.00,Silver
13.00,5.20,3.50,70.00,Silver
13.50,5.30,3.80,44.00,Gold
14.00,5.30,4.20,44.00,Gold
14.00,5.50,3.50,70.00,Gold
14.00,5.50,3.50,70.00,Gold
14.00,5.40,4.50,70.00,Gold
14.00,3.90,5.30,42.00,Gold
13.00,5.20,3.80,72.00,Gold
13.85,6.10,2.20,54.00,Gold
14.00,5.50,3.60,36.00,Silver
14.00,5.60,1.90,0.00,Silver
13.50,5.70,1.10,0.00,Gold
14.00,5.70,1.90,0.00,Gold
13.50,5.53,5.00,150.00,Gold
13.87,5.80,2.00,72.00,Gold
14.50,5.53,5.00,150.00,Gold
13.00,5.80,1.70,59.00,Gold
13.00,5.80,1.70,61.00,Gold
13.93,4.20,3.70,100.00,Gold
13.40,4.30,3.60,60.00,Gold
14.10,5.10,2.80,135.00,Silver
14.60,4.80,2.90,127.00,Silver
13.70,4.80,2.60,105.00,Gold
14.04,4.80,3.80,82.00,Silver
14.30,6.80,0.10,160.00,Gold
13.20,4.90,5.40,75.00,Gold
14.40,5.30,1.50,118.00,Gold
14.29,5.50,0.70,48.00,Gold
14.90,0.00,0.00,0.00,Gold
13.64,4.80,2.00,114.00,Gold
13.64,4.80,2.00,114.00,Gold
13.00,5.67,0.70,60.00,Gold
13.89,4.79,0.30,92.00,Silver
15.22,5.22,1.00,52.00,Gold
13.90,5.72,1.00,89.00,Silver
14.00,5.06,3.00,80.00,Gold
13.50,5.30,2.00,120.00,Gold
13.39,5.80,0.00,147.00,Silver
13.39,5.60,0.40,43.00,Gold
13.90,5.10,1.50,63.00,Gold
14.29,5.34,2.00,79.00,Gold
14.50,3.20,0.20,80.00,Gold
14.50,3.40,0.70,50.00,Gold
14.50,3.25,0.70,41.00,Gold
13.50,3.28,0.40,37.00,Gold
13.03,4.50,3.80,66.00,Gold
13.50,4.40,3.50,82.00,Gold
13.00,4.40,3.50,80.00,Silver
13.50,4.50,3.30,74.00,Silver
14.00,5.30,7.60,0.00,Silver
13.50,5.80,6.80,110.00,Silver
13.50,5.50,6.90,95.00,Gold
14.50,4.80,0.91,67.00,Gold
15.00,5.53,17.50,123.00,Silver
14.50,6.40,0.83,66.00,Gold
15.00,6.43,0.42,66.00,Gold
13.70,4.80,0.30,100.00,Gold
14.18,6.09,3.84,118.00,Gold
14.70,7.10,0.58,112.00,Gold
13.90,7.30,0.91,144.00,Gold
13.60,5.30,5.20,105.00,Gold
13.50,5.80,1.60,54.00,Silver
14.50,6.44,1.05,57.50,Gold
13.00,4.80,0.30,89.00,Gold
13.76,5.60,1.50,87.00,Gold
14.42,6.10,5.70,155.00,Gold
14.20,4.90,0.80,147.00,Silver
13.50,5.20,3.00,93.00,Gold
14.50,5.35,2.10,127.00,Gold
14.50,5.20,2.98,127.00,Gold
13.50,5.70,4.00,106.00,Gold
14.90,5.20,2.00,108.00,Gold
14.50,6.00,1.96,135.00,Silver
14.45,5.00,0.55,80.00,Gold
14.98,5.60,0.50,86.00,Gold
14.00,5.35,1.70,90.00,Gold
13.50,5.00,1.80,70.00,Gold
14.00,5.20,1.50,90.00,Gold
14.00,5.40,1.60,90.00,Gold
14.00,5.20,0.60,115.00,Silver
14.00,5.60,2.40,102.00,Grand Gold
13.00,5.50,1.80,84.00,Gold
14.00,5.00,2.40,82.00,Gold
14.50,5.60,2.80,108.00,Gold
15.00,5.98,9.79,140.00,Gold
14.00,4.80,1.80,74.00,Silver
13.00,4.60,5.30,96.00,Gold
13.00,4.50,5.30,92.00,Silver
13.00,4.40,5.20,92.00,Gold
13.01,5.40,4.00,126.00,Gold
13.11,5.70,6.60,104.00,Gold
13.62,5.50,6.20,104.00,Silver
14.44,5.60,3.50,98.00,Gold
14.67,5.50,2.70,90.00,Gold
14.10,6.05,4.80,110.00,Gold
13.20,4.90,1.10,0.00,Gold
13.25,6.05,7.45,117.00,Gold
14.00,5.04,3.64,90.00,Gold
13.80,3.20,1.38,92.00,Gold
13.90,5.50,0.50,36.00,Gold
12.50,6.00,0.00,112.00,Gold
12.93,6.10,0.20,76.00,Gold
13.50,5.54,4.50,0.00,Gold
14.00,4.90,2.50,120.00,Gold
13.50,4.90,4.00,150.00,Silver
13.00,4.20,5.00,150.00,Gold
13.00,4.60,3.00,150.00,Gold
14.60,7.00,3.50,86.00,Gold
15.00,6.30,2.90,80.00,Gold
15.20,6.40,3.30,74.00,Gold
14.80,6.40,3.80,85.00,Gold
13.50,4.83,1.13,82.00,Gold
14.50,6.45,1.10,95.00,Gold
14.50,6.52,1.56,77.00,Gold
13.69,6.50,8.70,92.00,Gold
13.50,5.70,1.50,90.00,Gold
13.87,5.80,9.70,39.00,Gold
13.23,3.24,0.80,64.00,Gold
