Volumendealcohol,Acidez,Azúcarresidual,Azufre,Medalla
13.30,5.55,1.50,73.00,Gold
13.77,5.72,1.50,75.00,Silver
13.50,5.50,1.50,80.00,Gold
13.00,5.50,1.70,70.00,Gold
13.50,4.90,2.30,94.00,Gold
13.50,4.90,2.00,110.00,Silver
13.50,5.00,1.40,79.00,Gold
14.00,5.10,2.50,57.00,Gold
14.00,4.90,1.90,98.00,Silver
13.00,5.20,0.90,86.00,Gold
13.50,5.00,4.00,150.00,Gold
13.30,5.55,1.50,73.00,Gold
13.50,5.20,2.00,74.00,Gold
13.50,5.20,2.00,100.00,Gold
14.00,5.80,2.10,110.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Gold
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Silver
0.00,0.00,0.00,0.00,Gold
14.00,5.52,2.90,110.00,Silver
14.90,6.70,4.60,0.24,Gold
13.00,5.00,2.50,90.00,Gold
13.50,5.10,2.20,92.00,Gold
13.50,5.00,2.60,81.00,Gold
13.00,5.20,2.80,96.00,Gold
13.50,5.60,1.10,70.00,Gold
13.50,5.30,1.70,59.00,Gold
13.50,4.70,1.90,82.00,Gold
14.00,5.00,2.00,70.00,Gold
13.00,5.00,3.00,70.00,Gold
14.00,5.00,3.00,70.00,Gold
14.00,5.70,3.60,50.00,Silver
14.00,3.21,4.00,59.00,Gold
14.50,5.50,1.50,90.00,Gold
13.42,5.20,3.80,114.00,Gold
14.50,5.41,3.00,0.00,Gold
14.80,5.10,2.80,0.00,Gold
14.03,4.70,5.40,134.00,Silver
13.50,5.45,1.50,71.00,Gold
14.00,5.40,0.00,55.00,Gold
12.99,4.90,5.10,159.00,Gold
12.81,5.50,5.60,179.00,Silver
13.50,2.99,0.00,0.00,Silver
13.00,5.00,1.80,90.00,Gold
15.00,5.90,1.00,79.00,Silver
14.50,6.10,0.62,98.88,Gold
13.80,5.60,2.00,88.00,Gold
14.00,5.40,4.50,76.00,Silver
13.50,6.20,1.70,0.00,Gold
12.50,5.20,4.00,101.00,Gold
13.50,5.60,4.00,101.00,Gold
13.50,4.93,0.22,106.00,Gold
13.40,6.10,4.50,114.00,Gold
14.00,3.16,0.90,51.00,Gold
14.10,5.30,1.70,59.00,Gold
13.65,2.98,0.70,75.00,Gold
14.65,5.40,1.00,68.00,Gold
14.33,5.56,0.10,64.00,Silver
15.30,5.63,1.00,57.00,Gold
14.50,5.60,1.00,65.00,Gold
14.85,5.60,1.00,70.00,Gold
14.75,5.60,1.00,70.00,Silver
13.50,5.30,1.80,70.00,Gold
14.09,5.50,2.80,102.00,Gold
13.50,5.20,0.40,70.00,Gold
13.50,5.80,9.00,119.00,Gold
13.50,5.80,9.00,120.00,Silver
13.50,6.40,8.70,102.00,Gold
13.50,5.80,10.00,108.00,Gold
13.50,5.70,9.00,119.00,Gold
13.50,5.70,9.00,119.00,Gold
13.00,5.70,8.70,120.00,Gold
13.50,5.70,9.00,119.00,Gold
13.00,5.70,8.70,120.00,Silver
14.50,5.50,3.20,95.00,Gold
13.50,3.60,0.40,74.00,Gold
13.00,3.15,0.00,0.00,Gold
13.60,3.60,2.00,52.00,Gold
14.50,5.60,1.80,55.00,Silver
14.43,5.20,2.00,46.00,Gold
13.50,5.33,0.90,0.00,Gold
14.00,5.23,0.90,0.00,Gold
14.50,5.83,0.90,0.00,Gold
14.20,5.90,7.00,115.00,Gold
13.50,5.50,5.00,120.00,Gold
13.40,5.80,10.00,100.00,Gold
14.00,3.21,1.50,75.00,Gold
14.00,5.05,0.62,140.00,Gold
14.80,5.55,1.00,73.00,Gold
13.00,3.50,2.00,58.00,Gold
13.00,4.50,1.80,80.00,Gold
13.00,4.50,1.80,80.00,Gold
12.50,5.10,6.40,83.00,Gold
13.90,5.40,8.00,110.00,Silver
13.94,5.60,0.10,22.00,Gold
14.00,5.30,0.27,52.00,Gold
13.50,4.90,2.00,0.50,Silver
13.00,5.70,0.85,108.00,Gold
12.90,5.35,2.70,120.00,Gold
13.05,4.50,5.50,90.00,Gold
14.00,3.78,1.80,103.00,Gold
13.50,0.45,0.40,0.90,Gold
13.50,3.21,5.70,96.00,Gold
13.05,4.50,5.50,90.00,Silver
14.50,5.90,1.80,60.00,Silver
15.00,5.70,2.31,76.00,Gold
13.50,5.80,1.50,140.00,Gold
13.00,5.20,1.20,39.00,Gold
13.00,5.60,3.40,42.00,Gold
13.00,5.50,6.50,38.00,Silver
13.00,5.40,3.30,36.00,Gold
13.00,5.30,0.90,41.00,Silver
14.50,0.00,0.00,0.00,Silver
14.50,5.53,2.52,35.00,Gold
14.00,6.50,2.40,102.00,Silver
12.50,3.50,1.00,0.00,Gold
13.50,3.45,2.80,0.00,Gold
13.50,3.45,2.80,0.00,Silver
13.00,5.60,9.81,92.00,Silver
13.50,4.80,0.70,96.00,Gold
13.00,5.30,1.80,64.00,Gold
13.00,5.30,1.80,64.00,Gold
13.50,5.40,2.00,120.00,Gold
14.70,6.40,2.00,0.00,Silver
13.70,5.65,6.60,133.00,Gold
13.49,5.70,0.60,70.00,Silver
14.00,5.40,3.00,98.00,Gold
14.00,5.50,3.20,95.00,Gold
13.00,6.10,8.50,120.00,Gold
13.00,6.10,8.50,120.00,Gold
13.83,4.92,0.21,0.79,Gold
13.00,4.90,1.50,112.00,Silver
14.50,6.00,3.30,98.00,Gold
14.50,5.80,3.00,102.00,Gold
13.80,5.40,1.30,130.00,Gold
12.90,5.34,1.00,80.00,Silver
14.00,5.00,5.40,0.00,Gold
13.93,5.60,2.00,86.00,Gold
13.92,6.60,1.80,79.00,Gold
13.40,5.04,1.60,70.00,Gold
14.50,5.50,1.00,95.00,Gold
14.50,4.50,3.00,108.00,Gold
14.50,5.50,2.00,70.00,Silver
14.50,4.80,3.90,0.00,Silver
13.50,4.80,3.00,0.00,Silver
14.20,5.50,2.30,0.00,Gold
14.30,5.50,2.30,0.00,Gold
13.00,7.50,4.50,0.00,Silver
14.00,5.90,3.60,0.00,Grand Gold
13.10,5.10,2.40,0.00,Gold
14.00,5.80,3.90,0.00,Gold
13.70,5.43,3.85,0.00,Silver
14.00,5.30,2.30,0.00,Gold
13.10,5.10,2.40,0.00,Gold
13.50,7.65,4.75,0.00,Gold
14.50,5.40,2.50,0.00,Silver
14.00,5.50,3.90,0.00,Gold
14.00,5.80,3.95,0.00,Gold
14.50,5.60,2.30,0.00,Gold
13.50,5.20,3.80,0.00,Gold
13.50,5.10,2.00,0.00,Gold
14.50,5.20,2.00,0.00,Silver
14.00,5.60,1.80,69.00,Gold
13.50,5.60,2.20,72.00,Gold
14.00,0.00,0.00,0.00,Silver
14.50,6.20,0.00,108.00,Gold
14.50,6.00,0.00,110.00,Gold
14.50,4.70,2.30,0.74,Silver
13.50,5.60,1.30,90.00,Gold
13.50,5.60,1.30,80.00,Gold
13.50,5.60,1.30,90.00,Silver
14.50,7.80,2.00,0.00,Silver
15.00,3.80,0.40,0.00,Gold
13.00,4.63,0.26,108.00,Gold
14.50,6.63,3.92,0.00,Gold
13.00,4.50,1.80,80.00,Gold
13.00,4.50,1.80,80.00,Gold
13.00,4.50,1.80,150.00,Gold
13.00,4.50,1.80,80.00,Silver
13.00,4.50,2.00,80.00,Gold
14.00,5.30,2.05,90.00,Silver
14.50,5.50,1.80,80.00,Gold
13.00,3.25,1.30,100.00,Gold
14.00,3.00,0.90,65.00,Gold
12.01,5.50,7.60,115.00,Gold
13.50,5.00,4.50,82.00,Silver
13.00,5.10,1.60,103.00,Silver
13.10,3.15,1.90,0.00,Silver
13.00,3.30,2.20,0.00,Gold
13.00,3.15,1.95,0.00,Gold
13.50,5.20,2.50,115.00,Gold
13.25,3.25,1.89,0.00,Gold
15.50,5.60,3.90,73.00,Gold
13.00,3.15,1.90,0.00,Gold
14.20,5.70,3.80,82.00,Silver
13.32,3.21,0.20,0.00,Gold
14.20,5.86,4.48,0.00,Gold
14.25,5.10,3.30,90.00,Gold
14.50,5.56,2.82,83.00,Gold
14.00,5.60,3.00,125.00,Silver
13.50,5.70,2.00,125.00,Gold
14.00,5.80,1.60,53.00,Gold
14.50,5.51,2.34,125.00,Gold
14.00,5.30,3.00,125.00,Gold
13.02,5.60,5.40,76.00,Gold
12.50,3.36,1.60,69.00,Gold
13.50,5.80,1.00,82.00,Silver
14.00,35.00,1.90,0.65,Gold
14.00,3.50,2.00,55.00,Gold
12.50,4.90,4.60,118.00,Gold
14.00,4.50,1.80,80.00,Gold
13.50,4.90,2.40,113.00,Silver
15.00,4.80,2.90,112.00,Gold
14.00,5.60,1.90,60.00,Gold
13.50,6.00,1.40,85.00,Gold
13.50,6.00,1.50,85.00,Silver
14.50,5.43,3.33,0.00,Gold
13.00,5.80,4.90,90.00,Silver
12.00,6.00,0.00,0.00,Silver
13.50,5.80,3.00,0.00,Gold
14.52,0.00,5.62,88.00,Silver
13.00,5.60,15.00,0.00,Gold
14.24,6.00,5.33,90.00,Gold
14.00,5.66,6.00,100.00,Gold
13.00,5.10,3.20,0.00,Gold
12.23,5.20,7.00,119.00,Gold
13.00,4.50,5.10,129.00,Gold
13.50,5.00,4.30,124.00,Gold
14.23,5.30,4.30,76.00,Silver
13.70,4.60,3.60,90.00,Gold
13.40,5.30,3.70,71.00,Gold
14.00,5.30,4.00,126.00,Gold
13.25,4.70,6.40,156.00,Gold
13.50,5.85,2.60,110.00,Gold
13.50,5.30,3.50,78.00,Gold
14.00,5.70,4.60,85.00,Gold
14.20,5.65,2.80,0.00,Gold
13.70,5.80,3.00,0.00,Grand Gold
14.00,6.12,10.00,0.00,Gold
13.00,6.06,7.20,105.00,Gold
13.50,5.42,3.98,0.00,Silver
13.00,5.80,13.00,130.00,Gold
13.00,5.80,3.00,150.00,Gold
13.00,5.78,14.70,100.00,Gold
14.40,5.50,12.00,130.00,Gold
13.50,5.80,1.00,120.00,Gold
13.13,5.90,5.50,84.00,Silver
13.05,4.80,1.40,18.00,Gold
15.00,3.42,2.72,107.00,Gold
14.86,3.48,1.65,97.00,Gold
15.00,3.46,2.24,94.00,Gold
14.80,3.37,1.27,142.00,Gold
13.45,4.40,2.00,85.00,Gold
13.60,4.60,4.00,85.00,Gold
13.40,4.80,2.50,75.00,Silver
13.00,3.30,3.00,0.00,Gold
13.70,5.47,2.80,0.00,Gold
14.50,4.90,1.50,62.00,Gold
14.50,70.00,5.00,0.00,Gold
13.00,4.95,3.00,0.00,Gold
12.80,5.20,3.80,0.00,Silver
14.40,5.60,1.41,95.00,Gold
13.50,5.80,8.90,123.00,Gold
13.00,5.50,6.50,119.00,Gold
13.00,4.60,2.40,104.00,Gold
14.00,5.60,1.10,133.00,Gold
15.00,6.00,3.40,118.00,Gold
14.50,5.80,3.80,0.47,Gold
14.00,5.50,6.70,118.00,Gold
12.50,6.32,1.10,0.00,Gold
13.50,5.88,3.02,79.00,Gold
13.60,5.50,8.00,111.00,Gold
14.00,5.69,3.00,111.00,Gold
14.00,5.80,3.70,129.00,Gold
14.00,5.65,2.10,61.00,Grand Gold
13.50,2.00,2.00,88.00,Gold
13.50,5.30,1.20,0.00,Grand Gold
13.77,5.90,2.78,93.00,Gold
14.00,6.30,8.00,120.00,Gold
13.00,4.50,8.00,120.00,Gold
13.60,5.70,8.00,109.90,Gold
14.00,5.90,4.50,122.00,Gold
14.50,5.20,4.30,83.00,Gold
13.50,5.60,9.60,76.00,Gold
13.30,5.40,1.50,0.00,Gold
13.90,4.90,1.00,0.00,Gold
14.00,6.13,16.00,0.00,Gold
13.80,5.50,1.30,87.00,Gold
14.16,6.31,0.60,0.65,Silver
13.50,5.00,0.80,77.00,Gold
13.50,0.00,0.00,0.00,Silver
14.00,3.39,0.00,0.00,Gold
14.00,5.70,1.60,0.00,Gold
14.50,5.00,1.00,70.00,Silver
13.10,5.00,6.90,0.00,Silver
13.90,4.10,1.60,117.00,Gold
14.66,4.50,3.00,135.00,Gold
12.36,4.00,0.10,65.00,Silver
13.10,4.50,5.10,0.00,Silver
12.80,4.90,6.80,0.00,Silver
13.00,6.00,13.00,135.00,Silver
15.00,5.90,6.50,132.00,Gold
14.00,5.80,10.00,130.00,Gold
15.00,5.70,6.00,130.00,Gold
12.00,5.40,1.10,122.00,Gold
13.74,6.30,8.50,0.00,Silver
15.25,5.67,9.10,0.00,Gold
13.22,5.30,4.60,125.00,Gold
13.00,5.60,7.40,113.00,Gold
11.60,7.40,9.90,154.00,Gold
13.00,5.40,7.20,104.00,Silver
14.00,5.70,4.10,0.00,Gold
14.50,5.00,2.50,102.00,Gold
14.50,5.50,2.00,120.00,Gold
14.00,5.40,0.40,94.00,Gold
14.50,5.00,2.50,102.00,Silver
13.50,5.75,0.60,98.00,Gold
14.50,5.00,2.50,102.00,Gold
14.00,3.33,0.00,0.00,Silver
13.16,4.80,2.70,123.00,Gold
13.62,5.50,3.80,120.00,Gold
12.74,5.10,6.30,127.00,Silver
14.28,4.70,5.50,124.00,Silver
13.80,5.90,7.80,80.00,Gold
13.70,6.00,7.80,70.00,Gold
14.30,5.50,2.80,0.00,Gold
14.40,5.60,5.50,89.00,Silver
13.50,5.00,4.90,100.00,Silver
14.50,5.07,3.07,52.00,Gold
14.00,5.02,2.40,69.00,Gold
14.50,5.56,1.63,83.00,Gold
13.50,5.60,2.00,73.00,Silver
14.50,6.10,1.00,90.00,Silver
14.00,5.00,2.00,50.00,Gold
13.50,5.00,1.50,50.00,Silver
14.00,4.80,2.10,50.00,Gold
14.00,5.10,2.40,45.00,Gold
13.00,5.60,2.00,85.00,Gold
13.50,5.60,2.00,73.00,Gold
13.00,4.60,1.80,100.00,Gold
13.00,4.70,1.90,100.00,Silver
13.00,4.80,2.10,100.00,Gold
13.00,4.50,1.80,100.00,Silver
13.00,4.80,2.10,100.00,Gold
13.50,6.00,2.00,140.00,Grand Gold
13.50,5.90,1.00,140.00,Gold
13.72,5.76,4.47,63.00,Gold
13.00,5.50,3.70,98.00,Silver
13.00,5.40,2.50,78.00,Gold
14.64,5.00,1.10,0.00,Silver
13.00,16.08,0.00,0.00,Gold
14.50,5.55,0.00,0.00,Gold
13.70,5.40,0.90,74.00,Silver
13.50,5.40,2.67,86.00,Gold
13.00,5.33,3.80,70.00,Silver
13.50,4.40,2.45,60.00,Silver
13.50,5.20,2.50,80.00,Gold
14.00,5.50,2.80,115.00,Gold
13.50,4.60,5.00,0.00,Gold
12.50,5.25,1.46,98.00,Gold
13.00,5.80,4.00,90.00,Gold
13.00,5.80,4.80,120.00,Gold
13.00,0.00,0.00,0.00,Gold
13.00,5.80,6.50,128.00,Silver
13.50,5.20,1.30,82.00,Gold
13.00,3.22,3.40,76.00,Gold
13.00,4.50,5.00,98.00,Gold
13.50,5.30,2.50,105.00,Gold
13.50,5.85,0.10,74.00,Gold
14.24,4.60,1.80,95.00,Gold
14.24,4.60,1.80,95.00,Silver
14.24,4.60,1.80,95.00,Silver
13.00,4.70,1.20,144.00,Silver
13.00,5.00,0.60,142.00,Silver
12.50,4.90,1.00,141.00,Grand Gold
14.20,3.20,1.30,73.00,Silver
15.00,5.50,13.00,71.00,Gold
13.00,4.90,3.00,0.00,Gold
13.50,5.50,1.30,110.00,Gold
14.40,4.90,2.00,77.00,Gold
13.70,4.40,2.90,106.00,Gold
14.00,4.60,2.70,102.00,Gold
14.00,4.60,2.70,102.00,Gold
14.30,4.50,2.90,113.00,Silver
14.30,4.70,2.90,112.00,Gold
14.20,4.70,3.20,87.00,Silver
13.90,4.60,2.90,104.00,Gold
14.30,4.30,3.30,87.00,Grand Gold
13.00,5.00,3.00,0.00,Gold
13.50,5.40,4.00,0.00,Gold
13.00,4.90,3.00,0.00,Silver
13.50,5.30,4.00,0.00,Silver
13.50,5.40,4.00,0.00,Gold
12.50,3.20,2.00,101.00,Gold
14.50,3.30,1.00,98.00,Gold
13.57,5.90,1.50,43.00,Gold
13.00,5.60,0.42,119.00,Gold
12.50,5.60,1.00,64.00,Gold
13.50,3.48,4.00,120.00,Gold
13.50,5.40,4.00,0.00,Gold
12.50,4.45,0.40,78.00,Gold
12.50,4.80,0.65,75.00,Silver
12.50,4.40,0.55,83.00,Gold
14.00,5.50,2.30,98.00,Gold
13.00,5.50,5.50,140.00,Gold
14.00,6.00,5.00,120.00,Gold
13.70,3.58,2.00,0.80,Gold
13.50,3.57,2.34,0.09,Gold
13.40,2.96,15.00,89.30,Gold
13.90,3.62,2.87,128.40,Gold
13.50,3.02,3.18,86.50,Gold
13.50,3.16,3.31,95.60,Gold
14.70,5.88,2.00,64.00,Gold
13.50,5.30,0.23,85.00,Gold
14.50,4.50,0.16,43.00,Gold
13.18,5.07,6.50,95.00,Gold
13.24,4.96,6.30,112.00,Gold
13.32,5.03,6.47,117.00,Silver
13.50,5.11,0.60,20.00,Silver
13.94,5.49,1.40,130.00,Grand Gold
14.37,6.55,0.80,136.00,Gold
13.42,5.09,0.60,136.00,Silver
13.13,5.10,1.70,148.00,Gold
13.72,5.72,0.60,122.00,Gold
12.74,5.11,1.50,91.00,Gold
13.22,4.95,1.40,137.00,Gold
13.51,5.68,1.60,143.00,Gold
14.00,5.13,3.40,0.00,Gold
14.50,5.00,1.00,70.00,Gold
12.41,3.09,0.50,88.00,Gold
14.00,5.60,3.00,80.00,Gold
14.00,5.16,3.10,120.00,Gold
13.50,4.70,5.90,80.00,Gold
13.27,5.30,5.30,132.00,Silver
14.16,4.90,2.80,76.00,Gold
15.38,4.60,0.40,91.00,Gold
14.30,5.44,2.10,40.00,Gold
14.50,5.40,1.85,40.00,Gold
14.30,5.36,2.14,40.00,Gold
15.00,3.22,0.80,0.00,Gold
14.20,3.26,0.80,0.00,Gold
13.50,5.25,2.00,96.00,Gold
14.00,5.40,4.00,124.00,Gold
13.00,5.60,7.70,149.00,Gold
13.20,4.95,1.00,55.00,Gold
14.00,5.10,0.00,105.00,Silver
14.50,5.00,0.00,101.00,Gold
13.50,5.00,0.00,94.00,Gold
15.00,6.30,2.60,63.00,Gold
14.00,5.00,1.20,90.00,Gold
14.50,5.25,3.90,0.00,Gold
13.70,5.20,1.60,82.00,Silver
13.36,4.50,2.60,126.00,Gold
14.50,5.90,2.50,0.00,Gold
14.50,5.80,2.70,0.00,Gold
13.00,4.80,2.90,0.00,Gold
13.00,0.00,0.00,0.00,Gold
13.00,0.00,0.00,0.00,Gold
13.20,0.00,0.00,0.00,Gold
13.66,0.00,0.00,0.00,Gold
15.00,5.22,4.66,0.00,Silver
15.00,4.90,1.80,0.00,Gold
14.50,5.00,3.90,75.00,Silver
14.50,5.10,4.90,99.00,Gold
14.50,5.00,3.90,75.00,Silver
14.50,5.20,4.70,73.00,Gold
15.00,6.20,2.80,70.00,Gold
15.10,6.90,3.80,80.00,Gold
14.30,6.60,2.90,92.00,Silver
14.60,6.90,3.40,85.00,Gold
15.20,7.10,3.70,75.00,Gold
14.80,7.10,3.30,99.00,Gold
15.20,6.90,3.40,88.00,Gold
13.50,5.80,8.00,0.80,Gold
13.50,5.60,7.90,0.45,Gold
14.00,6.10,15.00,0.42,Gold
14.00,6.13,16.20,0.00,Silver
13.00,5.20,3.10,138.00,Silver
13.50,5.48,4.80,137.00,Gold
13.50,5.63,3.80,140.00,Gold
13.00,5.33,6.50,140.00,Gold
13.00,5.55,4.20,140.00,Gold
12.50,6.00,13.00,86.00,Gold
14.00,5.70,1.80,86.00,Gold
14.00,5.70,2.60,110.00,Gold
13.40,4.80,2.30,0.00,Gold
13.40,4.80,2.30,0.00,Gold
13.00,5.60,2.20,96.00,Gold
13.00,5.60,2.70,101.00,Gold
13.61,5.92,6.00,130.00,Gold
13.50,3.67,1.40,32.00,Gold
15.00,5.20,1.80,0.00,Gold
13.00,0.00,8.30,0.00,Gold
12.50,5.62,14.10,109.00,Silver
12.50,5.62,14.10,109.00,Gold
13.80,4.60,5.60,0.99,Gold
13.50,4.40,5.70,0.99,Gold
13.90,4.50,5.40,0.99,Silver
14.00,5.00,2.00,70.00,Gold
14.50,5.10,0.30,106.00,Silver
14.00,4.90,0.20,106.00,Gold
13.50,3.60,4.50,91.00,Silver
14.50,3.90,1.00,135.00,Gold
14.00,3.80,1.00,135.00,Silver
14.00,4.66,1.30,38.00,Gold
14.00,6.13,16.20,0.00,Gold
14.00,6.10,16.00,0.00,Gold
13.42,5.38,3.92,0.00,Gold
13.00,3.15,1.95,0.00,Gold
13.00,3.25,1.89,0.00,Gold
13.00,3.15,1.99,0.00,Gold
13.00,3.25,1.90,0.00,Silver
13.00,3.25,1.95,0.00,Gold
13.00,3.10,2.20,0.00,Silver
13.29,5.21,2.44,0.00,Silver
15.20,59.32,3.10,0.09,Gold
14.22,64.92,1.60,0.05,Gold
12.80,5.80,6.50,130.00,Gold
14.00,5.50,3.00,125.00,Gold
13.73,6.04,0.99,133.00,Gold
13.68,5.78,7.80,132.00,Gold
13.22,3.20,0.30,0.00,Gold
12.64,3.40,0.20,0.00,Silver
14.00,5.40,12.00,110.00,Gold
15.00,5.80,12.00,110.00,Gold
14.00,6.50,2.50,0.00,Gold
12.50,5.45,3.50,0.00,Gold
15.00,5.67,1.60,64.00,Grand Gold
14.00,4.80,1.60,54.00,Gold
14.00,5.07,1.40,64.00,Gold
15.00,3.24,0.00,0.00,Gold
13.30,5.20,8.80,120.00,Gold
13.70,5.70,10.00,125.00,Silver
13.50,5.08,2.29,95.00,Silver
13.42,4.87,6.30,118.00,Gold
14.41,5.10,6.50,107.00,Gold
13.41,3.10,3.10,86.00,Gold
13.60,3.47,4.40,147.00,Gold
13.70,3.45,3.70,117.00,Gold
13.80,3.30,2.50,115.00,Gold
13.10,3.23,1.00,147.00,Gold
14.00,5.65,2.00,130.00,Silver
14.20,5.30,1.80,95.00,Gold
13.00,5.75,9.00,0.00,Gold
14.30,5.40,4.40,80.00,Gold
14.30,5.40,4.60,84.00,Gold
13.50,4.60,1.30,0.00,Gold
12.00,4.91,5.50,72.00,Gold
13.00,5.48,3.66,0.00,Gold
14.00,5.00,0.30,88.00,Silver
14.00,5.20,0.20,39.00,Silver
14.00,5.20,2.40,106.00,Gold
12.94,5.20,0.60,161.00,Silver
14.00,5.50,0.60,78.00,Gold
13.50,6.40,3.90,0.00,Gold
13.50,6.30,4.00,0.00,Gold
15.00,3.40,3.28,106.00,Gold
14.30,5.50,2.10,25.00,Gold
14.14,4.80,0.32,52.00,Gold
14.00,5.17,1.80,70.00,Gold
13.25,6.20,1.20,76.00,Gold
13.42,5.34,1.18,52.00,Gold
13.85,5.49,0.80,72.00,Silver
13.69,5.55,0.94,83.00,Silver
13.17,5.10,1.40,127.00,Gold
13.40,5.90,1.20,136.00,Gold
13.50,3.14,1.00,100.00,Gold
13.00,3.25,1.65,90.00,Gold
14.00,5.02,4.16,70.00,Silver
13.00,5.20,3.50,61.00,Gold
14.00,5.20,16.20,70.00,Gold
14.00,5.50,2.60,90.00,Gold
14.00,4.87,4.50,83.00,Gold
14.00,5.02,3.80,70.00,Silver
14.00,5.10,3.10,102.00,Silver
14.50,4.90,5.00,88.00,Gold
14.00,5.00,12.30,53.00,Gold
13.13,3.11,1.20,62.00,Gold
13.00,3.02,0.40,66.00,Gold
14.77,7.16,10.50,0.00,Gold
13.90,7.10,8.80,0.00,Gold
15.00,6.50,5.76,96.00,Silver
15.50,5.84,4.00,80.00,Gold
13.50,5.45,14.80,117.00,Gold
13.50,5.56,7.10,107.00,Gold
13.00,5.05,1.50,81.00,Gold
13.00,6.30,3.40,0.00,Silver
13.50,5.70,3.75,0.00,Silver
14.00,5.50,2.90,0.00,Silver
13.20,5.60,2.60,0.00,Silver
13.50,6.80,4.80,0.00,Silver
13.00,5.30,2.20,0.00,Gold
13.50,5.60,4.60,0.00,Gold
13.50,5.30,3.20,0.00,Gold
13.50,5.80,3.30,0.00,Gold
14.50,7.00,2.00,0.00,Gold
14.50,5.40,0.40,96.00,Gold
14.00,5.40,0.40,92.00,Gold
13.50,5.92,1.80,102.00,Gold
13.50,5.40,1.40,79.00,Gold
13.00,5.10,1.70,70.00,Silver
13.50,5.20,1.40,80.00,Gold
13.50,5.30,1.40,77.00,Gold
13.50,5.50,1.50,79.00,Gold
13.50,5.80,1.99,0.00,Gold
13.40,5.45,1.40,79.00,Gold
13.50,4.90,2.30,91.00,Gold
13.50,5.15,0.20,0.00,Gold
13.50,5.32,1.60,76.00,Gold
13.50,5.43,1.60,79.00,Gold
13.50,5.10,1.50,80.00,Silver
13.50,4.70,1.90,82.00,Gold
13.50,5.40,1.50,75.00,Silver
13.50,5.40,1.40,79.00,Gold
13.50,5.20,2.40,67.00,Gold
13.10,5.60,1.80,81.00,Silver
13.50,5.20,2.00,75.00,Silver
13.40,5.37,1.60,78.00,Gold
14.00,5.40,1.80,118.00,Gold
13.30,5.47,1.60,78.00,Gold
13.30,5.52,1.60,78.00,Gold
13.50,5.30,1.40,76.00,Silver
13.00,5.68,1.80,1.80,Gold
13.50,5.50,1.40,79.00,Gold
14.00,5.65,1.90,120.00,Gold
13.50,5.50,1.99,0.00,Gold
13.00,5.10,1.70,70.00,Silver
13.50,5.89,1.70,120.00,Gold
13.08,3.20,1.97,0.00,Silver
14.00,4.80,3.74,106.00,Gold
12.90,4.30,3.40,150.00,Gold
13.20,4.90,2.00,74.00,Gold
13.50,4.99,1.80,138.00,Silver
13.87,4.50,0.90,70.00,Silver
13.50,5.40,2.50,71.00,Silver
13.50,5.40,2.00,68.00,Gold
13.40,5.20,2.00,128.00,Gold
13.04,3.03,2.08,0.00,Gold
12.80,6.10,0.10,63.00,Gold
14.22,4.80,5.10,107.00,Gold
13.00,6.20,1.60,23.00,Silver
14.00,5.30,1.80,75.00,Gold
14.20,5.40,1.70,78.00,Silver
14.50,0.00,0.00,0.00,Gold
14.50,4.90,0.60,58.00,Gold
13.20,5.30,4.70,117.00,Gold
13.10,5.20,4.50,120.00,Gold
15.00,5.35,1.50,66.00,Gold
14.00,4.00,0.20,0.50,Gold
14.50,5.10,3.00,0.00,Gold
14.00,0.60,10.00,100.00,Gold
15.00,5.80,1.40,103.00,Gold
15.00,65.30,1.60,0.00,Gold
13.50,60.60,0.50,0.00,Gold
14.00,5.60,2.00,0.00,Gold
13.57,4.90,0.50,0.00,Silver
14.16,4.90,2.80,0.00,Gold
14.40,5.70,5.40,81.00,Silver
14.00,5.50,4.50,104.00,Silver
14.40,5.70,5.20,79.00,Gold
14.40,5.60,5.30,77.00,Gold
14.40,5.60,5.50,80.00,Grand Gold
14.00,5.50,4.30,97.00,Gold
14.00,5.40,2.14,37.14,Silver
13.80,5.24,2.40,38.00,Gold
14.50,4.40,2.00,11.00,Gold
13.26,5.86,5.10,0.00,Gold
14.45,6.07,1.60,79.00,Gold
12.80,5.06,6.40,120.00,Gold
13.86,5.20,6.10,188.00,Gold
14.50,5.70,1.20,72.00,Silver
14.50,5.51,0.70,0.00,Silver
14.50,5.49,0.90,0.00,Gold
14.50,9.67,0.60,0.00,Silver
14.50,4.90,0.00,133.00,Gold
13.18,5.26,0.40,68.00,Gold
15.80,5.37,0.80,54.00,Silver
14.00,5.57,0.30,49.00,Silver
15.63,5.13,0.10,47.00,Gold
